TACODE,TANAME,TAVERSION,NUMBER OF ALL ADDRESSES,NUMBER OF FULLY REGISTERED PROPERTIES,NUMBER OF EDW PROPERTIES,PROPS POTENTIALLY WARNED
052WAFLOWB,"River Great Ouse in Central Bedfordshire, Beds Borough and Cambridgeshire from Wyboston to Brampton",2,4596,969,0,813
052WAFLTPAXTON,B1041 between Little Paxton and St Neots in Cambridgeshire,2,,,,
052WAFMONPS,River Great Ouse in Milton Keynes and Bedford Borough from Newport Pagnell to Sharnbrook,1,1982,754,0,237
052WAFMOSR,River Great Ouse in Bedford Borough and Central Bedfordshire from Sharnbrook to Roxton,3,4912,821,0,441
052WAFNAR,River Nar in Norfolk,2,274,68,0,33
052WAFOUZEL,"River Ouzel in Central Bedfordshire, Buckinghamshire and Milton Keynes",4,2066,570,0,233
052WAFRHEE,"River Rhee in Central Bedfordshire, Hertfordshire and Cambridgeshire",2,580,18,0,18
052WAFRISELEYB,Riseley Brook in Bedford Borough,1,47,23,0,14
052WAFTOVE,River Tove in Northamptonshire,4,165,66,0,21
052WAFUOBT,"River Great Ouse in Northamptonshire, Oxfordshire and Buckinghamshire from Brackley to Thornborough",4,701,313,0,187
052WAFUOTNP,"River Great Ouse in Northants, Bucks and Milton Keynes from Thornborough to Newport Pagnell",1,412,151,0,89
052WAFUPCAM,Upper River Cam in Essex and Cambridgeshire,3,701,77,0,55
052WAFWISSEY,River Wissey in Norfolk,3,298,25,0,25
052WAFWNR,North West Norfolk Rivers,8,871,38,0,25
052WATCSTHKL,Coast from Heacham to north of King's Lynn in Norfolk,15,693,306,0,170
052WATCSTHUN,Hunstanton coast in Norfolk,1,188,72,0,35
052WATKLN,"King's Lynn, West Lynn and The Wash frontage in Norfolk",7,17058,3064,0,1353
052WATTIDALRV,Tidal River Great Ouse from Denver to south of King's Lynn in Norfolk,6,7057,903,0,792
053FAG100BUH,Groundwater flooding south of the Humber Estuary,4,153,30,0,23
053FWBPLWI39,Area at risk of river and tidal flooding in West Boston,1,7554,1422,4137,5559
053FWBPLWI40,Area at risk of river and tidal flooding in North Boston,1,3871,1038,1845,2883
053FWFBLWI19b,Breach risk to low lying land between Timberland and Billinghay,1,,,,
053FWFBLWI20b,Breach risk on the River Witham at Fiskerton and Short Ferry,1,100,39,43,82
053FWFBLWI25b,Breach risk on the River Witham and South Delph in Washingborough,1,21,0,17,17
053FWFBLWI28b,Breach risk on the River Witham from Bardney to Duckpool Catchwater,1,,,,
053FWFBLWI30b,Breach risk on the River Witham and Duckpool Catchwater between Stixwould and Woodhall Spa,1,137,10,99,109
053FWFBLWI32b,Breach risk on the River Witham and River Bain between Woodhall Spa to Tattershall,1,137,16,100,116
053FWFEWF1,Areas near the East and West Fen Catchwater and the Maud Foster Drain,6,108,32,60,92
053FWFEWF2,Wider area at risk from the East Fen Catchwater,2,891,175,500,675
053FWFEWF3,West Fen Catchwater and Stonebridge Drain,5,684,131,381,512
053FWFLOUTH1,Areas near the River Lud in Louth,8,272,146,89,235
053FWFLOUTH2,Wider area at risk from the River Lud in Louth,5,259,74,139,213
053FWFPECR01,Barrow Beck in Barrow Upon Humber,7,13,8,0,8
053FWFPECR02,Areas near to the New Cut Drain in the Wybers Wood and Willows Estate areas of Grimsby,7,408,180,185,365
053FWFPECR03,Isolated properties near the Louth Canal from Keddington to High Bridge,9,12,4,0,4
053FWFPECR04,Waithe Beck in Brigsley,6,24,8,8,16
053FWFPECR06,Areas near Stewton Beck and Greyfleet Drain from the Stewton Lane area in Louth to Saltfleet,9,176,17,123,140
053FWFPECR07,Areas near Great Eau and Long Eau from Claythorpe and North Reston to Saltfleet,1,48,21,15,36
053FWFPECR08,Areas near Woldgrift Drain from Alford to Mablethorpe,1,281,84,119,203
053FWFPECR10,Butts Drain in the Butts Road and Marsh Lane areas of Barton-on-Humber,9,222,104,88,192
053FWFPECR11,Poulton Drain in Covenham St Marys,7,,,,
053FWFPECR12,Waithe Beck in Hatcliffe,6,12,4,0,4
053FWFPECR13,Isolated properties and villages near the Louth Canal from Austen Fen to Tetney Lock,5,61,34,23,57
053FWFPECR14,Wider area at risk from the New Cut Drain in the Wybers Wood and Willows Estate areas of Grimsby,5,486,105,249,354
053FWFPECR15,Isolated properties near East Halton and Skitter Beck,5,29,15,7,22
053FWFPECR16,Areas near Stallingborough North Beck and Oldfleet Drain,1,126,44,21,65
053FWFPECR17,Areas near Buck Beck in Cleethorpes and Humberston,1,382,119,210,329
053FWFPLRA01,Isolated properties and villages near to the River Ancholme from Bishopbridge to Brigg,8,48,29,13,42
053FWFPLRA02,Wider area at risk from the River Ancholme and the Old River Ancholme in Brigg,8,754,247,346,593
053FWFPLRA03,Isolated properties and villages near to the River Ancholme from Broughton to Horkstow,4,12,7,0,7
053FWFPLRA04,Properties near the River Ancholme and Old River Ancholme,2,114,45,46,91
053FWFPLWI04,Barlings Eau in Langworth,6,108,37,53,90
053FWFPLWI05,Stainfield Beck in Stainfield,6,,,,
053FWFPLWI06,River Waring in Horncastle,7,311,136,101,237
053FWFPLWI08,River Bain near Haltham and Kirkby on Bain,7,58,38,16,54
053FWFPLWI09,River Slea and Ninefoot River in Sleaford,8,864,117,445,562
053FWFPLWI11,Heighington Beck in Heighington,6,94,30,50,80
053FWFPLWI12,River Bain in Horncastle,5,287,144,85,229
053FWFPLWI13,River Waring immediately upstream of Stanhope Road,4,,,,
053FWFPLWI14,"River Witham and River Bain near Coningsby, Tattershall and Dogdyke",5,142,46,63,109
053FWFPLWI16,Welton Beck in Welton and Dunholme,3,185,13,125,138
053FWFPLWI17,Ruskington Beck in Ruskington,2,195,93,59,152
053FWFPLWI18,Ninefoot River in Sleaford,1,62,22,25,47
053FWFPLWI19,"Low lying land between Timberland, Billinghay and Tattershall Bridge",3,178,116,38,154
053FWFPLWI20,River Witham at Fiskerton and Short Ferry,2,51,31,3,34
053FWFPLWI21,River Witham to the east of Lincoln,2,,,,
053FWFPLWI22,Branston Island,2,,,,
053FWFPLWI23,Barlings Eau and tributaries between Langworth and Bardney,3,53,8,29,37
053FWFPLWI24,Barlings Eau between Langworth and Short Ferry,2,,,,
053FWFPLWI25,River Witham and South Delph from Lincoln to Washingborough,4,88,18,25,43
053FWFPLWI26,River Witham and tributaries in the Washingborough Fen area,3,46,13,20,33
053FWFPLWI27,River Witham and tributaries in the Nocton Fen Area,3,15,3,4,7
053FWFPLWI28,River Witham from Southerly to Duckpool Catchwater,2,40,5,31,36
053FWFPLWI29,River Witham and tributaries in the Metheringham Fen area,3,52,16,22,38
053FWFPLWI30,River Witham and Duckpool Catchwater from Stixwould to Woodhall Spa,3,,,,
053FWFPLWI31,River Witham and tributaries in the Blankney Fen area,3,164,69,61,130
053FWFPLWI32,River Witham and River Bain between Woodhall Spa to Tattershall,3,18,5,8,13
053FWFPLWI33,Tributaries from Digby to Billinghay,2,26,7,10,17
053FWFPLWI34,Tributaries in the Dorrington and Ruskington Fens,2,,,,
053FWFPLWI35,"River Witham, Kyme Eau, River Slea and tributaries from Anwick to Chapel Hill",3,432,139,195,334
053FWFPLWI36,"River Witham, South Forty Foot and tributaries in the Fenlands including Boston",3,433,131,210,341
053FWFPLWI37,River Witham and tributaries from Tattershall to Boston,3,983,218,500,718
053FWFPLWI38,"Haltham Beck from Main Road, Haltham to Wood Enderby",1,,,,
053FWFPLWI41,Branston Delph North,2,,,,
053FWFPLWI42,Branston Delph South,2,23,13,6,19
053FWFPSFD01,Isolated properties and villages in the west of the South Forty Foot Drain and its tributaries,8,260,79,122,201
053FWFPSFD02,Billingborough Ousemere Lode in parts of Billingborough and Horbling,6,497,157,173,330
053FWFPSFD03,Swaton Eau in Swaton Village,6,30,26,0,26
053FWFPSFD04,Isolated properties and villages in the east of the South Forty Foot Drain,1,190,54,92,146
053FWFPSFD05,South Forty Foot Drain in Boston,1,154,66,60,126
053FWFPURA01,River Rase from Market Rasen to Bishopbridge and the River Ancholme down to Bishopbridge,9,742,175,423,598
053FWFPUWI01,Isolated properties and villages near the River Witham from South Witham to Marston,7,55,15,29,44
053FWFPUWI02,River Witham in North Witham,5,,,,
053FWFPUWI03,River Witham in Marston and Hougham,6,17,11,0,11
053FWFPUWI04,Foston Beck from Sedgebrook to the A1,6,14,7,0,7
053FWFPUWI05,Isolated properties and villages near the River Witham and River Brant from Claypole to Lincoln,6,214,49,129,178
053FWFPUWI06,Watercourses in the Lincoln area,9,8246,1208,4522,5730
053FWFPUWI07,Isolated properties and villages near the River Witham from Hougham to Claypole,1,166,45,72,117
053FWFPUWI09,Fossdyke Canal and Tributaries from Torksey to Lincoln including Saxilby,10,830,106,469,575
053FWFPUWI10,Mow Beck and Barrowby Stream in Grantham,4,288,19,0,19
053FWFPUWI11,River Witham in Grantham,6,91,33,41,74
053FWFPUWI12,Fossdyke Canal at Burton Waters,3,377,82,203,285
053FWFPUWI14,Properties within Brant Broughton near the River Brant,2,20,6,7,13
053FWFPUWI15,Wider area at risk from the River Witham in Grantham,2,852,149,499,648
053FWFSTEEP1,Isolated properties near the River Lymn and Steeping,6,27,14,5,19
053FWFSTEEP2,Great Steeping and Firsby,1,53,28,21,49
053FWFSTEEP3,Little River Lymn and Cowcroft Drain in Croft,1,17,10,0,10
053FWFSTEEP4,River Steeping in Wainfleet All Saints,1,44,25,11,36
053FWFSTEEP5,Wider area at risk around Thorpe St Peter and Wainfleet All Saints,5,972,423,343,766
053FWFSTEEP6,Wider area at risk around Croft,1,110,38,59,97
053FWGBUH1,Groundwater flooding in Barrow Upon Humber and Barton Upon Humber,6,153,30,0,30
053FWTBNHGH1,Tidal flooding of low-lying areas from New Holland to Immingham Dock,7,74,39,25,64
053FWTBNHGH2,Area at risk from the furthest extent of tidal flooding from New Holland to East Halton,6,65,33,29,62
053FWTBOS1A,Waterside properties between Town Bridge and Haven Bridge in Boston,8,77,18,35,53
053FWTBOS1B,Wider waterside properties between Grand Sluice and the Docks in Boston,4,767,239,373,612
053FWTBOS2A,Tidal flooding in the East of Boston and surrounding areas,11,7204,1488,4145,5633
053FWTBOS2C,Tidal flooding in the South of Boston and surrounding areas,5,1416,439,644,1083
053FWTBUHNH1,Tidal flooding of low-lying areas from Barton upon Humber to New Holland,11,727,278,296,574
053FWTBUHNH2,Wider area at risk of tidal flooding from Barton Upon Humber to New Holland,10,1809,492,924,1416
053FWTCLEE1,Areas near to the sea defences in Cleethorpes,9,3090,409,1887,2296
053FWTCLEE2,Wider area at risk of tidal flooding in Cleethorpes,8,1736,340,1138,1478
053FWTGRIM1,Tidal flooding in low-lying areas in Grimsby,7,126,96,13,109
053FWTGRIM2A,Wider area at risk of tidal flooding in the West of Grimsby,3,8428,606,5720,6326
053FWTGRIM2B,Wider area at risk of tidal flooding in Central Grimsby,3,7462,417,4465,4882
053FWTGRIM2C,Wider area at risk of tidal flooding in the East of Grimsby and Cleethorpes,3,9197,637,6253,6890
053FWTGRIM3,Tidal flooding in The Willows and Great Coates areas of Grimsby,3,681,163,361,524
053FWTHUMB1,Areas near to the sea defences in Humberston,6,218,72,28,100
053FWTIMM1,Tidal flooding from the Humber estuary to Immingham Dock,8,27,22,3,25
053FWTIMM2,Wider area at risk of tidal flooding from Immingham to Pyewipe,8,1674,283,925,1208
053FWTIMM3,Area at risk from the furthest extent of tidal flooding from South Killingholme to Grimsby,7,2834,828,1568,2396
053FWTLINC1A,"Tidal flooding of low-lying areas in Humberston, Tetney Lock, Tetney and North Cotes Airfield",6,417,135,162,297
053FWTLINC1B,Wider area at risk of tidal flooding from Tetney Lock to North Somercotes,8,1157,264,637,901
053FWTLINC2A,Areas near to the sea defences from Donna Nook to Saltfleet,6,78,47,22,69
053FWTLINC2B,Tidal flooding of low-lying areas from Donna Nook to Saltfleetby All Saints,7,283,103,130,233
053FWTLINC2C,Tidal flooding of low-lying areas in Theddlethorpe,5,151,82,48,130
053FWTLINC2D,Area at risk from the furthest extent of tidal flooding from North Somercotes to Bilsby,6,1180,285,605,890
053FWTLINC3A,Area near to the sea defences in Mablethorpe,5,786,345,246,591
053FWTLINC3B,"Area near to the sea defences in Trusthorpe, Sutton on Sea and Huttoft Bank",7,451,233,108,341
053FWTLINC3C,"Tidal flooding of low-lying areas in Mablethorpe, Trusthorpe and Sutton on Sea",6,4507,1969,1491,3460
053FWTLINC3D,Wider area at risk of tidal flooding between Theddlethorpe and Huttoft,3,1929,754,787,1541
053FWTLINC4A,Area near to the sea defences in Anderby Creek and Chapel St Leonards,7,337,194,62,256
053FWTLINC4B,Tidal flooding of low lying areas in Chapel St Leonards and Hogsthorpe,7,2331,799,949,1748
053FWTLINC4C,"Wider area at risk of tidal flooding in Anderby, Thurlby, Mumby, Cumberworth, Helsey and Listoft",6,420,106,223,329
053FWTLINC4D,Area at risk from the furthest extent of tidal flooding between Bilsby and Thorpe St Peter,3,1289,288,661,949
053FWTLINC5A,Area near to the sea defences in Ingoldmells,5,93,44,22,66
053FWTLINC5B,Area near to the sea defences in Skegness and low lying areas near Gibraltar Point,6,1580,391,789,1180
053FWTLINC5C,Tidal flooding of low lying areas in Ingoldmells and Addlethorpe,6,1102,275,497,772
053FWTLINC5D,Tidal flooding of low lying areas in Skegness,6,9547,1635,5326,6961
053FWTWASH1A,Area near the Wash Frontage from Gibraltar Point to Freiston Shore,9,70,23,35,58
053FWTWASH1B,Area near the Wash Frontage from Wyberton Marsh to Kirton Marsh,3,37,14,16,30
053FWTWASH2A,"Wash Frontage from Gibraltar Point to Freiston, including low lying areas near Old Leake",6,2522,414,1459,1873
053FWTWASH2B,"Tidal flooding in areas to the North of Boston, including Frithville and Boston Long Hedges",3,353,60,191,251
053FWTWASH2C,"Tidal flooding in areas to the south of Boston, including Wyberton and Frampton",3,2893,512,1524,2036
053FWTWASH3A,Area at risk from the furthest extent of tidal flooding from Wainfleet All Saints to Langrick,5,6204,1366,3332,4698
053FWTWASH3B,Area at risk from the furthest extent of tidal flooding from Holland Fen to Northgate,2,11068,1095,6256,7351
053FWTWINT1,Tidal flooding of low-lying areas in Whitton and Winteringham,8,15,11,0,11
053FWTWINT2,"Wider area at risk of tidal flooding in Whitton, Winteringham and to the East of Winterton",8,91,41,39,80
053FWTWINT3,Tidal flooding of low-lying areas in South Ferriby,2,143,98,25,123
053WAF100RUA,Rase and Upper Ancholme,8,839,182,0,54
053WAF101TLA,Lower River Ancholme,10,1309,383,0,160
053WAF102THT,Humber tributaries,6,2196,634,0,268
053WAF103LCW,Louth Canal and Waithe Beck,9,751,298,0,174
053WAF104ECT,Lincolnshire East Coast Rivers,8,1576,457,0,288
053WAF105TRS,River Steeping,12,1444,608,0,570
053WAF108WSK,Witham in South Kesteven,10,1417,271,0,189
053WAF109WNK,Witham in North Kesteven,9,457,76,0,48
053WAF112FCT,Fossdyke Canal,11,1831,215,0,155
053WAF113LWA,Lincoln Watercourses,11,10361,1265,0,576
053WAF114TRT,The River Till,1,18,6,0,3
053WAF116TLW,Lower River Witham,13,14327,3325,0,2193
053WAF117BED,Barlings Eau and Duckpool Catchwater,11,774,135,0,104
053WAF118TBC,Bain catchment,10,1020,432,0,239
053WAF119MNK,Minor Watercourses from Heighington to Dunston,9,123,40,0,27
053WAF120SLE,Tributaries of the lower River Witham from Blankney to Sleaford,4,1940,438,0,345
053WAF122SFF,Minor watercourses of the South Forty Foot Drain,13,460,150,0,106
053WAF123SFF,Wider area of the South Forty Foot Drain,9,12080,1731,0,1292
053WAF124EWF,East and West Fens,9,2041,426,0,360
053WAT600SF,Far extent of tidal flooding in South Ferriby,2,,,,
053WAT600SHB,Far extent of Tidal flooding on the South Humber Bank,15,6590,1841,0,644
053WAT600SHBa,Tidal flooding near the South Humber Bank from Barton Upon Humber to Humberston,9,30832,2857,0,1838
053WAT600SHBb,Tidal flooding near the South Humber Bank from Whitton to South Ferriby,1,158,109,0,81
053WAT601TLC,Far extent of tidal flooding from the Lincolnshire coastline,10,5958,1692,0,1113
053WAT601TLCa,Tidal flooding of areas near the Lincolnshire coastline,4,21591,6241,0,3555
054FWCDV2A1,"The north Norfolk coast from Old Hunstanton to Staithe Lane, including Holme-next-the-Sea",8,107,54,26,80
054FWCDV2A10,The north Norfolk coast at Blakeney,7,71,32,7,39
054FWCDV2A11,The north Norfolk coast at Cley-next-the-Sea,7,213,143,48,191
054FWCDV2A12,The north Norfolk coast at Salthouse and east Cley,9,67,41,21,62
054FWCDV2A13,The north Norfolk coast at Wells-next-the-Sea,8,343,175,86,261
054FWCDV2A2,The north Norfolk coast at Thornham,6,19,6,4,10
054FWCDV2A3,The north Norfolk coast at Brancaster,6,31,18,8,26
054FWCDV2A4,The north Norfolk coast at Brancaster Staithe,6,24,19,0,19
054FWCDV2A5,The north Norfolk coast at Burnham,6,69,44,14,58
054FWCDV2A6,The north Norfolk coast from Burnham Overy Staithe and Holkham,9,54,38,9,47
054FWCDV2A7,The north Norfolk coast at Wells Quay,6,127,60,32,92
054FWCDV2A8,The north Norfolk coast at Stiffkey,5,37,20,10,30
054FWCDV2A9,The north Norfolk coast at Morston,6,28,16,4,20
054FWCDV2B,"The Norfolk coast from Eccles on Sea, to and including, Winterton-on-Sea",9,890,604,180,784
054FWCDV2B1,"The Norfolk coast from Bacton to Ostend, including Walcott",9,487,160,203,363
054FWCDV3A1,"The west bank of the River Yare at Great Yarmouth, including Southtown and Cobholm",12,3320,1652,1157,2809
054FWCDV3A2,"The east banks of the Rivers Yare and Bure at Great Yarmouth, including North Quay, Newtown and Bure",10,3324,1614,1164,2778
054FWCDV3A3,"The west bank of the River Yare at Great Yarmouth, from Gorleston to Ferry Hill",9,506,218,176,394
054FWCDV3A4,"The east bank of the River Yare at Great Yarmouth, from South Denes to South Quay",10,1169,600,407,1007
054FWCDV3A5,"The Rivers Yare and Bure from Runham Vauxhall to Scare Gap, including Vauxhall Holiday Park",7,143,76,45,121
054FWCDV3A6,The seafront at Great Yarmouth,5,315,45,172,217
054FWCDV3A7,"South Caister from West Road to Freemantle Road, including North Denes",2,1078,532,366,898
054FWCDV3B1,Lowestoft seafront and docks,7,109,61,20,81
054FWCDV3B10,Minsmere Marshes on the Suffolk coast,5,27,11,8,19
054FWCDV3B11,Thorpeness and Aldeburgh,6,808,414,188,602
054FWCDV3B12,Snape and Iken,7,134,75,34,109
054FWCDV3B13,The Suffolk coast from Orford Ness to Bawdsey,6,158,93,44,137
054FWCDV3B2,"The north bank of Lake Lothing, from Mutford Bridge to Bascule Bridge",7,673,216,259,475
054FWCDV3B3,The south bank of Lake Lothing,8,87,19,29,48
054FWCDV3B4,Oulton Broad near Mutford Lock,6,41,28,7,35
054FWCDV3B5,The Lowestoft Riverside Business Park and Kirkley,7,1303,585,458,1043
054FWCDV3B6,Kessingland Beach to Potters Bridge and Easton Broad,7,37,31,0,31
054FWCDV3B7,The Suffolk coast at Walberswick and Dunwich,7,87,51,18,69
054FWCDV3B8,The tidal River Wang,5,,,,
054FWCDV3B9,The A12 at Blythburgh,6,15,12,0,12
054FWCDV3C1,The Suffolk coast at Southwold,9,274,133,83,216
054FWCDV4A1,Bawdsey Quay and Felixstowe Ferry,7,35,23,2,25
054FWCDV4A2,Isolated riverside properties on the tidal River Deben estuary,10,75,38,8,46
054FWCDV4A3,"The tidal River Deben estuary, from Felixstowe Ferry Hamlet to Ufford",9,79,55,11,66
054FWCDV4A4,Woodbridge and Melton,9,697,200,252,452
054FWCDV4B1,"The Suffolk coast at Felixstowe, from the Pier to the Port",10,1417,462,647,1109
054FWCDV4B2,The tidal River Orwell estuary from Felixstowe to the Ipswich Tidal Barrier,11,124,43,36,79
054FWCDV4B3a,The tidal River Orwell at Cliff Quay industrial area in Ipswich,7,,,,
054FWCDV4B3b,The west bank of the River Orwell through Ipswich,7,1411,136,825,961
054FWCDV4B3c,"The west bank of the tidal River Orwell along Wherstead Road, Ipswich",1,318,37,212,249
